,ID_ISFS,FAMILY,GENUS,Scientific name,CH,crit_CH,JU,crit_JU,MP,crit_MP
2204,340100,Ranunculaceae,Ranunculus,Ranunculus penicillatus,VU,['D'],DD,,DD,
2205,340300,Ranunculaceae,Ranunculus,Ranunculus platanifolius,LC,,LC,,LC,
2206,340500,Ranunculaceae,Ranunculus,Ranunculus polyanthemophyllus,NT,['B'],DD,,DD,
2207,340700,Ranunculaceae,Ranunculus,Ranunculus pygmaeus,EN,['C'],-,,-,
2208,340900,Ranunculaceae,Ranunculus,Ranunculus repens,LC,,LC,,LC,
2209,341000,Ranunculaceae,Ranunculus,Ranunculus reptans,EN,"['A', 'B']",CR,['C'],EN,"['A', 'B']"
2210,341100,Ranunculaceae,Ranunculus,Ranunculus rionii,CR,"['B', 'B']",-,,CR(PE),
2211,341200,Ranunculaceae,Ranunculus,Ranunculus sardous,VU,['C'],VU,['C'],VU,['C']
2212,341500,Ranunculaceae,Ranunculus,Ranunculus sceleratus,VU,"['A', 'B']",EN,['C'],VU,"['A', 'B']"
2213,341600,Ranunculaceae,Ranunculus,Ranunculus seguieri,VU,['D'],-,,-,
2214,341700,Ranunculaceae,Ranunculus,Ranunculus serpens,LC,,LC,,NT,['C']
2215,341800,Ranunculaceae,Ranunculus,Ranunculus thora,NT,"['B', 'C']",VU,['D'],-,
2216,341895,Ranunculaceae,Ranunculus,Ranunculus trichophyllus,LC,,LC,,LC,
2217,342000,Ranunculaceae,Ranunculus,Ranunculus trichophyllus subsp. eradicatus,LC,,-,,-,
2218,341900,Ranunculaceae,Ranunculus,Ranunculus trichophyllus subsp. trichophyllus,LC,,LC,,LC,
2219,342200,Ranunculaceae,Ranunculus,Ranunculus tuberosus,LC,,LC,,LC,
2220,342210,Ranunculaceae,Ranunculus,Ranunculus tuberosus aggr.,LC,,LC,,LC,
2221,342400,Ranunculaceae,Ranunculus,Ranunculus villarsii,LC,,-,,-,
2222,342500,Brassicaceae,Raphanus,Raphanus raphanistrum,LC,,LC,,LC,
2223,342900,Resedaceae,Reseda,Reseda lutea,LC,,LC,,LC,
2224,343000,Resedaceae,Reseda,Reseda luteola,VU,['A'],VU,['A'],VU,['A']
2225,343100,Resedaceae,Reseda,Reseda phyteuma,EN,"['A', 'B']",EN,"['A', 'B']",EN,"['A', 'B']"
2226,343400,Rhamnaceae,Rhamnus,Rhamnus alpina,LC,,LC,,DD,
2227,343500,Rhamnaceae,Rhamnus,Rhamnus cathartica,LC,,LC,,LC,
2228,343600,Rhamnaceae,Rhamnus,Rhamnus pumila,LC,,-,,-,
2229,343700,Rhamnaceae,Rhamnus,Rhamnus saxatilis,VU,['C'],-,,CR,['C']
2230,344100,Orobanchaceae,Rhinanthus,Rhinanthus alectorolophus,LC,,LC,,LC,
2231,344210,Orobanchaceae,Rhinanthus,Rhinanthus angustifolius,VU,['A'],VU,['A'],VU,['A']
2232,344400,Orobanchaceae,Rhinanthus,Rhinanthus antiquus,NT,"['B', 'D']",-,,-,
2233,344700,Orobanchaceae,Rhinanthus,Rhinanthus glacialis,LC,,LC,,VU,['B']
2234,344800,Orobanchaceae,Rhinanthus,Rhinanthus minor,LC,,LC,,NT,['A']
2235,345200,Crassulaceae,Rhodiola,Rhodiola rosea,LC,,-,,-,
2236,345300,Ericaceae,Rhododendron,Rhododendron ferrugineum,LC,,VU,['D'],CR,['C']
2237,345400,Ericaceae,Rhododendron,Rhododendron hirsutum,LC,,-,,DD,
2238,345800,Cyperaceae,Rhynchospora,Rhynchospora alba,NT,['B'],EN,['B'],NT,['B']
2239,345900,Cyperaceae,Rhynchospora,Rhynchospora fusca,EN,['B'],RE,,EN,['B']
2240,346000,Grossulariaceae,Ribes,Ribes alpinum,LC,,LC,,NT,['C']
2241,346200,Grossulariaceae,Ribes,Ribes petraeum,LC,,LC,,LC,
2242,346400,Grossulariaceae,Ribes,Ribes uva-crispa,LC,,LC,,LC,
2243,346600,Brassicaceae,Rorippa,Rorippa amphibia,VU,['A'],VU,['A'],VU,['A']
2244,346800,Brassicaceae,Rorippa,Rorippa islandica,NT,['B'],DD,,-,
2245,346805,Brassicaceae,Rorippa,Rorippa islandica aggr.,LC,,LC,,LC,
2246,346900,Brassicaceae,Rorippa,Rorippa palustris,LC,,LC,,LC,
2247,347150,Brassicaceae,Rorippa,Rorippa stylosa,VU,"['A', 'B']",-,,DD,
2248,347200,Brassicaceae,Rorippa,Rorippa sylvestris,LC,,LC,,LC,
2249,347400,Rosaceae,Rosa,Rosa abietina,NT,['B'],NE,,NE,
2250,347500,Rosaceae,Rosa,Rosa agrestis,NT,['B'],NT,['B'],VU,['B']
2251,347600,Rosaceae,Rosa,Rosa arvensis,LC,,LC,,LC,
2252,347650,Rosaceae,Rosa,Rosa caesia,LC,,LC,,DD,
2253,347800,Rosaceae,Rosa,Rosa canina,LC,,LC,,LC,
2254,347850,Rosaceae,Rosa,Rosa canina aggr.,LC,,LC,,LC,
2255,347900,Rosaceae,Rosa,Rosa chavinii,VU,['C'],NE,,NE,
2256,348300,Rosaceae,Rosa,Rosa corymbifera,LC,,LC,,LC,
2257,348350,Rosaceae,Rosa,Rosa dumalis,LC,,LC,,DD,
2258,348500,Rosaceae,Rosa,Rosa elliptica,VU,['C'],DD,,VU,['C']
2259,348600,Rosaceae,Rosa,Rosa gallica,EN,['C'],EN,['C'],EN,['C']
2260,348700,Rosaceae,Rosa,Rosa glauca,LC,,LC,,DD,
2261,348730,Rosaceae,Rosa,Rosa gremlii,DD,,NE,,NE,
2262,348760,Rosaceae,Rosa,Rosa inodora,DD,,NE,,NE,
2263,348800,Rosaceae,Rosa,Rosa jundzillii,EN,['C'],EN,['C'],EN,['C']
2264,348900,Rosaceae,Rosa,Rosa majalis,VU,"['C', 'C']",VU,"['C', 'C']",VU,"['C', 'C']"
2265,349000,Rosaceae,Rosa,Rosa micrantha,NT,['B'],NT,['A'],NT,['A']
2266,349100,Rosaceae,Rosa,Rosa mollis,DD,,DD,,DD,
2267,349200,Rosaceae,Rosa,Rosa montana,VU,['C'],DD,,-,
2268,349500,Rosaceae,Rosa,Rosa pendulina,LC,,LC,,NT,['B']
2269,349750,Rosaceae,Rosa,Rosa pseudoscabriuscula,LC,,LC,,NT,['B']
2270,349800,Rosaceae,Rosa,Rosa rhaetica,EN,['C'],-,,-,
2271,349900,Rosaceae,Rosa,Rosa rubiginosa,NT,['B'],NT,['B'],NT,['B']
2272,349950,Rosaceae,Rosa,Rosa rubiginosa aggr.,NT,['B'],NT,['B'],NT,['B']
2273,350100,Rosaceae,Rosa,Rosa sherardii,NT,['B'],NT,['A'],DD,
2274,350200,Rosaceae,Rosa,Rosa spinosissima,LC,,LC,,NT,['D']
2275,350300,Rosaceae,Rosa,Rosa stylosa,EN,['C'],EN,['C'],EN,['C']
2276,350400,Rosaceae,Rosa,Rosa subcanina,LC,,LC,,LC,
2277,350500,Rosaceae,Rosa,Rosa subcollina,NT,['B'],NT,['B'],NT,['B']
2278,350550,Rosaceae,Rosa,Rosa tomentella,VU,['C'],NE,,NE,
2279,350600,Rosaceae,Rosa,Rosa tomentosa,LC,,LC,,NT,['B']
2280,350650,Rosaceae,Rosa,Rosa tomentosa aggr.,LC,,LC,,NT,['B']
2281,350700,Rosaceae,Rosa,Rosa uriensis,NT,['B'],-,,-,
2282,350800,Rosaceae,Rosa,Rosa villosa,NT,['B'],VU,['B'],DD,
2283,351200,Poaceae,Rostraria,Rostraria cristata,LC,,-,,LC,
2284,351400,Rubiaceae,Rubia,Rubia tinctorum,VU,['C'],,,,
2285,352100,Rosaceae,Rubus,Rubus bifrons,LC,,NE,,NE,
2286,352200,Rosaceae,Rubus,Rubus caesius,LC,,LC,,LC,
2287,352400,Rosaceae,Rubus,Rubus canescens,LC,,NT,['B'],VU,['A']
2288,352800,Rosaceae,Rubus,Rubus distractus,LC,,NE,,NE,
2289,352990,Rosaceae,Rubus,Rubus foliosus,LC,,NE,,NE,
2290,353120,Rosaceae,Rubus,Rubus fruticosus aggr.,LC,,LC,,LC,
2291,354200,Rosaceae,Rubus,Rubus hirtus,LC,,NE,,NE,
2292,354400,Rosaceae,Rubus,Rubus idaeus,LC,,LC,,LC,
2293,355090,Rosaceae,Rubus,Rubus macrophyllus,LC,,NE,,NE,
2294,355300,Rosaceae,Rubus,Rubus mercieri,DD,,NE,,NE,
2295,355500,Rosaceae,Rubus,Rubus montanus,LC,,NE,,NE,
2296,355700,Rosaceae,Rubus,Rubus nessensis,LC,,NE,,NE,
2297,356000,Rosaceae,Rubus,Rubus obtusangulus,LC,,NE,,NE,
2298,356100,Rosaceae,Rubus,Rubus pedemontanus,LC,,NE,,NE,
2299,356600,Rosaceae,Rubus,Rubus praecox,LC,,NE,,NE,
2300,356900,Rosaceae,Rubus,Rubus radula,LC,,NE,,NE,
2301,357300,Rosaceae,Rubus,Rubus rudis,LC,,NE,,NE,
2302,357400,Rosaceae,Rubus,Rubus saxatilis,LC,,LC,,NT,['A']
2303,357990,Rosaceae,Rubus,Rubus sulcatus,LC,,NE,,NE,
2304,358100,Rosaceae,Rubus,Rubus tereticaulis,DD,,NE,,NE,
2305,358500,Rosaceae,Rubus,Rubus ulmifolius,NT,['B'],NE,,NE,
2306,358600,Rosaceae,Rubus,Rubus vestitus,LC,,NE,,NE,
2307,358900,Polygonaceae,Rumex,Rumex acetosa,LC,,LC,,LC,
2308,359000,Polygonaceae,Rumex,Rumex acetosella,LC,,LC,,LC,
2309,359100,Polygonaceae,Rumex,Rumex acetosella subsp. acetosella,LC,,LC,,LC,
2310,359200,Polygonaceae,Rumex,Rumex acetosella subsp. pyrenaicus,LC,,DD,,DD,
2311,359300,Polygonaceae,Rumex,Rumex alpestris,LC,,LC,,LC,
2312,359400,Polygonaceae,Rumex,Rumex alpinus,LC,,LC,,LC,
2313,359600,Polygonaceae,Rumex,Rumex aquaticus,EN,"['B', 'C']",EN,"['B', 'C']",CR(PE),
2314,359800,Polygonaceae,Rumex,Rumex conglomeratus,LC,,LC,,LC,
2315,359900,Polygonaceae,Rumex,Rumex crispus,LC,,LC,,LC,
2316,360000,Polygonaceae,Rumex,Rumex hydrolapathum,VU,['B'],VU,['B'],VU,['B']
2317,360200,Polygonaceae,Rumex,Rumex maritimus,CR,"['B', 'C']",CR,"['B', 'C']",CR,"['B', 'C']"
2318,360300,Polygonaceae,Rumex,Rumex nivalis,LC,,-,,-,
2319,360400,Polygonaceae,Rumex,Rumex obtusifolius,LC,,LC,,LC,
2320,360700,Polygonaceae,Rumex,Rumex pulcher,VU,['A'],VU,['A'],VU,['A']
2321,360800,Polygonaceae,Rumex,Rumex sanguineus,LC,,LC,,LC,
2322,360900,Polygonaceae,Rumex,Rumex scutatus,LC,,LC,,LC,
2323,361100,Polygonaceae,Rumex,Rumex thyrsiflorus,NT,['D'],DD,,NT,['D']
2324,361200,Asparagaceae,Ruscus,Ruscus aculeatus,LC,,,,,
2325,361300,Rutaceae,Ruta,Ruta graveolens,NT,"['B', 'C']",,,,
2326,361400,Caryophyllaceae,Sagina,Sagina apetala,LC,,LC,,LC,
2327,361500,Caryophyllaceae,Sagina,Sagina apetala subsp. apetala,NT,['B'],NT,['B'],NT,['B']
2328,361600,Caryophyllaceae,Sagina,Sagina apetala subsp. erecta,LC,,LC,,LC,
2329,361800,Caryophyllaceae,Sagina,Sagina glabra,VU,['D'],-,,-,
2330,362100,Caryophyllaceae,Sagina,Sagina nodosa,EN,['B'],EN,['B'],RE,
2331,362200,Caryophyllaceae,Sagina,Sagina procumbens,LC,,LC,,LC,
2332,362300,Caryophyllaceae,Sagina,Sagina saginoides,LC,,LC,,-,
2333,362400,Caryophyllaceae,Sagina,Sagina subulata,EN,"['B', 'B', ' C2a(i)', ' D']",,,,
2334,362700,Alismataceae,Sagittaria,Sagittaria sagittifolia,EN,"['B', 'C']",EN,"['B', 'C']",EN,"['B', 'C']"
2335,366700,Salicaceae,Salix,Salix ×hegetschweileri,EN,['B'],-,,-,
2336,362800,Salicaceae,Salix,Salix alba,LC,,LC,,LC,
2337,362900,Salicaceae,Salix,Salix alpina,DD,,-,,-,
2338,363000,Salicaceae,Salix,Salix apennina,VU,"['C', 'D', ' D2']",-,,-,
2339,363100,Salicaceae,Salix,Salix appendiculata,LC,,LC,,LC,
2340,363200,Salicaceae,Salix,Salix aurita,LC,,LC,,NT,['A']
2341,363400,Salicaceae,Salix,Salix bicolor,CR,['D'],-,,-,
2342,363500,Salicaceae,Salix,Salix breviserrata,LC,,-,,-,
2343,363600,Salicaceae,Salix,Salix caesia,VU,['C'],-,,-,
2344,363700,Salicaceae,Salix,Salix caprea,LC,,LC,,LC,
2345,363800,Salicaceae,Salix,Salix cinerea,LC,,LC,,LC,
2346,363900,Salicaceae,Salix,Salix daphnoides,LC,,VU,['D'],VU,['B']
2347,364000,Salicaceae,Salix,Salix elaeagnos,LC,,LC,,LC,
2348,364200,Salicaceae,Salix,Salix foetida,LC,,-,,-,
2349,364400,Salicaceae,Salix,Salix glabra,VU,['D'],-,,-,
2350,364500,Salicaceae,Salix,Salix glaucosericea,LC,,-,,-,
2351,364600,Salicaceae,Salix,Salix hastata,LC,,-,,-,
2352,364700,Salicaceae,Salix,Salix helvetica,LC,,-,,-,
2353,364800,Salicaceae,Salix,Salix herbacea,LC,,-,,-,
2354,364900,Salicaceae,Salix,Salix laggeri,VU,['C'],-,,-,
2355,365000,Salicaceae,Salix,Salix myrsinifolia,LC,,LC,,LC,
2356,365100,Salicaceae,Salix,Salix myrtilloides,CR,"['B', 'C', ' D']",-,,-,
2357,365500,Salicaceae,Salix,Salix pentandra,NT,['B'],NT,['B'],VU,['B']
2358,365800,Salicaceae,Salix,Salix purpurea,LC,,LC,,LC,
2359,366000,Salicaceae,Salix,Salix repens,VU,['B'],VU,['B'],VU,['B']
2360,366100,Salicaceae,Salix,Salix reticulata,LC,,CR(PE),,-,
2361,366200,Salicaceae,Salix,Salix retusa,LC,,NT,['D'],-,
2362,366250,Salicaceae,Salix,Salix rosmarinifolia,DD,,-,,-,
2363,366300,Salicaceae,Salix,Salix serpillifolia,LC,,-,,-,
2364,366400,Salicaceae,Salix,Salix triandra,LC,,LC,,LC,
2365,366500,Salicaceae,Salix,Salix viminalis,LC,,LC,,LC,
2366,366600,Salicaceae,Salix,Salix waldsteiniana,LC,,-,,-,
2367,367300,Lamiaceae,Salvia,Salvia glutinosa,LC,,LC,,LC,
2368,367600,Lamiaceae,Salvia,Salvia pratensis,LC,,LC,,LC,
2369,368200,Adoxaceae,Sambucus,Sambucus ebulus,LC,,LC,,LC,
2370,368300,Adoxaceae,Sambucus,Sambucus nigra,LC,,LC,,LC,
2371,368400,Adoxaceae,Sambucus,Sambucus racemosa,LC,,LC,,LC,
2372,368500,Primulaceae,Samolus,Samolus valerandi,CR,['C'],-,,CR,['C']
2373,368650,Rosaceae,Sanguisorba,Sanguisorba minor,LC,,LC,,LC,
2374,368700,Rosaceae,Sanguisorba,Sanguisorba minor subsp. minor,LC,,LC,,LC,
2375,368800,Rosaceae,Sanguisorba,Sanguisorba minor subsp. polygama,DD,,,,,
2376,369000,Rosaceae,Sanguisorba,Sanguisorba officinalis,NT,['B'],NT,['B'],NT,['B']
2377,369100,Apiaceae,Sanicula,Sanicula europaea,LC,,LC,,LC,
2378,369300,Caryophyllaceae,Saponaria,Saponaria lutea,VU,['D'],-,,-,
2379,369400,Caryophyllaceae,Saponaria,Saponaria ocymoides,LC,,LC,,NT,['A']
2380,369500,Caryophyllaceae,Saponaria,Saponaria officinalis,LC,,LC,,LC,
2381,371050,Asteraceae,Saussurea,Saussurea alpina,LC,,-,,-,
2382,371100,Asteraceae,Saussurea,Saussurea alpina subsp. alpina,LC,,-,,-,
2383,371200,Asteraceae,Saussurea,Saussurea alpina subsp. depressa,NT,['B'],-,,-,
2384,371400,Asteraceae,Saussurea,Saussurea discolor,LC,,-,,-,
2385,371500,Saxifragaceae,Saxifraga,Saxifraga adscendens,NT,['B'],-,,-,
2386,371600,Saxifragaceae,Saxifraga,Saxifraga aizoides,LC,,VU,"['D', 'D']",NT,['A']
2387,371800,Saxifragaceae,Saxifraga,Saxifraga androsacea,LC,,-,,-,
2388,371900,Saxifragaceae,Saxifraga,Saxifraga aphylla,LC,,-,,-,
2389,372000,Saxifragaceae,Saxifraga,Saxifraga aspera,LC,,-,,-,
2390,372240,Saxifragaceae,Saxifraga,Saxifraga biflora,LC,,-,,-,
2391,372300,Saxifragaceae,Saxifraga,Saxifraga bryoides,LC,,-,,-,
2392,372400,Saxifragaceae,Saxifraga,Saxifraga bulbifera,EN,['C'],-,,-,
2393,372500,Saxifragaceae,Saxifraga,Saxifraga caesia,LC,,-,,-,
2394,372600,Saxifragaceae,Saxifraga,Saxifraga cernua,VU,['D'],-,,-,
2395,372700,Saxifragaceae,Saxifraga,Saxifraga cotyledon,LC,,-,,-,
2396,372800,Saxifragaceae,Saxifraga,Saxifraga cuneifolia,LC,,CR(PE),,-,
2397,373000,Saxifragaceae,Saxifraga,Saxifraga diapensioides,NT,"['C', 'C']",-,,-,
2398,373050,Saxifragaceae,Saxifraga,Saxifraga exarata,LC,,-,,-,
2399,373100,Saxifragaceae,Saxifraga,Saxifraga exarata subsp. exarata,LC,,-,,-,
2400,373200,Saxifragaceae,Saxifraga,Saxifraga exarata subsp. moschata,LC,,-,,-,
2401,373300,Saxifragaceae,Saxifraga,Saxifraga exarata subsp. pseudoexarata,DD,,-,,-,
2402,373400,Saxifragaceae,Saxifraga,Saxifraga granulata,VU,['A'],VU,['A'],VU,['A']
2403,373600,Saxifragaceae,Saxifraga,Saxifraga hirculus,CR,"['B', 'B']",CR,"['B', 'B']",RE,
2404,373795,Saxifragaceae,Saxifraga,Saxifraga hostii,VU,['D'],-,,-,
2405,374300,Saxifragaceae,Saxifraga,Saxifraga muscoides,LC,,-,,-,
2406,374400,Saxifragaceae,Saxifraga,Saxifraga mutata,NT,"['A', 'B']",-,,VU,"['A', 'B']"
2407,374450,Saxifragaceae,Saxifraga,Saxifraga oppositifolia,LC,,CR,['D'],EX,
2408,374550,Saxifragaceae,Saxifraga,Saxifraga oppositifolia subsp. amphibia,EX,,-,,EX,
2409,374500,Saxifragaceae,Saxifraga,Saxifraga oppositifolia subsp. oppositifolia,LC,,CR,['D'],-,
2410,374600,Saxifragaceae,Saxifraga,Saxifraga paniculata,LC,,LC,,VU,['B']
2411,374995,Saxifragaceae,Saxifraga,Saxifraga retusa,VU,['C'],-,,-,
2412,375400,Saxifragaceae,Saxifraga,Saxifraga rotundifolia,LC,,LC,,NT,['A']
2413,375700,Saxifragaceae,Saxifraga,Saxifraga seguieri,LC,,-,,-,
2414,375800,Saxifragaceae,Saxifraga,Saxifraga stellaris,LC,,-,,-,
2415,376000,Saxifragaceae,Saxifraga,Saxifraga tridactylites,LC,,LC,,LC,
2416,376500,Caprifoliaceae,Scabiosa,Scabiosa columbaria,LC,,LC,,NT,['A']
2417,376600,Caprifoliaceae,Scabiosa,Scabiosa columbaria subsp. columbaria,LC,,LC,,NT,['A']
2418,376710,Caprifoliaceae,Scabiosa,Scabiosa columbaria subsp. portae,NT,['B'],-,,-,
2419,377100,Caprifoliaceae,Scabiosa,Scabiosa lucida,LC,,LC,,DD,
2420,377500,Caprifoliaceae,Scabiosa,Scabiosa triandra,LC,,DD,,DD,
2421,377900,Apiaceae,Scandix,Scandix pecten-veneris,EN,"['A', 'B']",CR,['C'],EN,"['A', 'B']"
2422,378000,Scheuchzeriaceae,Scheuchzeria,Scheuchzeria palustris,VU,['A'],VU,['A'],EN,['B']
2423,378200,Cyperaceae,Schoenoplectus,Schoenoplectus lacustris,LC,,NT,['B'],LC,
2424,378300,Cyperaceae,Schoenoplectus,Schoenoplectus mucronatus,VU,['A'],,,VU,['A']
2425,378400,Cyperaceae,Schoenoplectus,Schoenoplectus pungens,CR,['C'],CR(PE),,CR,['C']
2426,378600,Cyperaceae,Schoenoplectus,Schoenoplectus supinus,CR,['C'],-,,CR(PE),
2427,378700,Cyperaceae,Schoenoplectus,Schoenoplectus tabernaemontani,NT,['B'],NT,['B'],NT,['B']
2428,378800,Cyperaceae,Schoenoplectus,Schoenoplectus triqueter,CR,"['A', 'B']",-,,CR,"['A', 'B']"
2429,379000,Cyperaceae,Schoenus,Schoenus ferrugineus,NT,['B'],VU,['A'],VU,['A']
2430,379100,Cyperaceae,Schoenus,Schoenus nigricans,NT,['B'],NT,['B'],NT,['B']
2431,379300,Asparagaceae,Scilla,Scilla bifolia,LC,,LC,,LC,
2432,379560,Cyperaceae,Scirpoides,Scirpoides holoschoenus,CR,['C'],-,,CR(PE),
2433,379700,Cyperaceae,Scirpus,Scirpus sylvaticus,LC,,LC,,LC,
2434,379795,Caryophyllaceae,Scleranthus,Scleranthus annuus,NT,['B'],CR,['A'],EN,['B']
2435,379800,Caryophyllaceae,Scleranthus,Scleranthus annuus subsp. annuus,EN,['B'],CR,['A'],EN,['B']
2436,379900,Caryophyllaceae,Scleranthus,Scleranthus annuus subsp. polycarpos,NT,['B'],CR,['C'],CR,['C']
2437,380000,Caryophyllaceae,Scleranthus,Scleranthus annuus subsp. verticillatus,EN,['B'],CR,['C'],CR(PE),
2438,380200,Caryophyllaceae,Scleranthus,Scleranthus perennis,NT,"['A', 'B']",CR,['C'],CR(PE),
2439,380500,Poaceae,Sclerochloa,Sclerochloa dura,VU,['D'],-,,-,
2440,381000,Asteraceae,Scorzonera,Scorzonera austriaca,NT,['B'],EN,['B'],RE,
2441,381200,Asteraceae,Scorzonera,Scorzonera humilis,VU,"['A', 'B']",EN,['C'],EN,['A']
2442,381250,Asteraceae,Scorzonera,Scorzonera laciniata,LC,,-,,-,
2443,381800,Scrophulariaceae,Scrophularia,Scrophularia auriculata,EN,['B'],RE,,EN,['B']
2444,381900,Scrophulariaceae,Scrophularia,Scrophularia canina,NT,['B'],VU,['B'],VU,['B']
2445,382000,Scrophulariaceae,Scrophularia,Scrophularia juratensis,NT,['B'],NT,['B'],RE,
2446,382100,Scrophulariaceae,Scrophularia,Scrophularia nodosa,LC,,LC,,LC,
2447,382200,Scrophulariaceae,Scrophularia,Scrophularia umbrosa,LC,,LC,,NT,"['A', 'B']"
2448,382400,Lamiaceae,Scutellaria,Scutellaria alpina,NT,"['A', 'B']",-,,-,
2449,382600,Lamiaceae,Scutellaria,Scutellaria galericulata,LC,,NT,['B'],NT,"['A', 'B']"
2450,383000,Fabaceae,Securigera,Securigera varia,LC,,LC,,LC,
2451,383100,Crassulaceae,Sedum,Sedum acre,LC,,LC,,LC,
2452,383200,Crassulaceae,Sedum,Sedum album,LC,,LC,,LC,
2453,383300,Crassulaceae,Sedum,Sedum alpestre,LC,,-,,-,
2454,383400,Crassulaceae,Sedum,Sedum anacampseros,NT,['C'],-,,-,
2455,383500,Crassulaceae,Sedum,Sedum annuum,LC,,-,,-,
2456,383700,Crassulaceae,Sedum,Sedum atratum,LC,,LC,,-,
2457,383800,Crassulaceae,Sedum,Sedum cepaea,NT,['C'],,,,
2458,383900,Crassulaceae,Sedum,Sedum dasyphyllum,LC,,NT,['C'],NT,['C']
2459,384300,Crassulaceae,Sedum,Sedum hispanicum,LC,,LC,,LC,
2460,384500,Crassulaceae,Sedum,Sedum montanum,LC,,DD,,DD,
2461,385100,Crassulaceae,Sedum,Sedum rubens,EN,['B'],EN,['B'],EN,['B']
2462,385200,Crassulaceae,Sedum,Sedum rupestre,LC,,LC,,NT,['B']
2463,385210,Crassulaceae,Sedum,Sedum rupestre aggr.,LC,,LC,,LC,
2464,385500,Crassulaceae,Sedum,Sedum sexangulare,LC,,LC,,LC,
2465,385695,Crassulaceae,Sedum,Sedum telephium,LC,,LC,,NT,['B']
2466,385800,Crassulaceae,Sedum,Sedum telephium subsp. fabaria,NT,['B'],NT,['B'],VU,['B']
2467,385900,Crassulaceae,Sedum,Sedum telephium subsp. maximum,LC,,NT,['B'],VU,['B']
2468,385700,Crassulaceae,Sedum,Sedum telephium subsp. telephium,LC,,LC,,NT,['B']
2469,386000,Crassulaceae,Sedum,Sedum villosum,VU,['A'],CR(PE),,RE,
2470,386200,Selaginellaceae,Selaginella,Selaginella helvetica,LC,,-,,CR(PE),
2471,386300,Selaginellaceae,Selaginella,Selaginella selaginoides,LC,,LC,,LC,
2472,386400,Apiaceae,Selinum,Selinum carvifolia,VU,"['A', 'B']",EN,['C'],VU,"['A', 'B']"
2473,386700,Crassulaceae,Sempervivum,Sempervivum arachnoideum,LC,,,,-,
2474,386900,Crassulaceae,Sempervivum,Sempervivum grandiflorum,VU,['D'],-,,-,
2475,387000,Crassulaceae,Sempervivum,Sempervivum montanum,LC,,-,,-,
2476,387100,Crassulaceae,Sempervivum,Sempervivum tectorum,LC,,LC,,,
2477,387400,Crassulaceae,Sempervivum,Sempervivum wulfenii,VU,['C'],-,,-,
2478,387500,Asteraceae,Senecio,Senecio abrotanifolius,LC,,-,,-,
2479,387600,Asteraceae,Senecio,Senecio alpinus,LC,,-,,LC,
2480,387700,Asteraceae,Senecio,Senecio aquaticus,NT,['A'],EN,"['A', 'B']",NT,"['A', 'B']"
2481,388200,Asteraceae,Senecio,Senecio doronicum,LC,,VU,['D'],-,
2482,388300,Asteraceae,Senecio,Senecio erraticus,VU,['C'],EN,['C'],VU,['C']
2483,388400,Asteraceae,Senecio,Senecio erucifolius,LC,,LC,,LC,
2484,388700,Asteraceae,Senecio,Senecio halleri,LC,,-,,-,
2485,388900,Asteraceae,Senecio,Senecio hercynicus,LC,,LC,,VU,['C']
2486,389005,Asteraceae,Senecio,Senecio incanus,LC,,-,,-,
2487,389200,Asteraceae,Senecio,Senecio incanus subsp. carniolicus,LC,,-,,-,
2488,389100,Asteraceae,Senecio,Senecio incanus subsp. incanus,LC,,-,,-,
2489,389300,Asteraceae,Senecio,Senecio incanus subsp. insubricus,LC,,-,,-,
2490,389600,Asteraceae,Senecio,Senecio jacobaea,LC,,LC,,LC,
2491,389800,Asteraceae,Senecio,Senecio ovatus,LC,,LC,,NT,['B']
2492,389900,Asteraceae,Senecio,Senecio paludosus,NT,['B'],EN,['C'],NT,['B']
2493,390000,Asteraceae,Senecio,Senecio rupestris,LC,,,,,
2494,390200,Asteraceae,Senecio,Senecio sylvaticus,NT,['A'],VU,['A'],NT,['A']
2495,390400,Asteraceae,Senecio,Senecio viscosus,LC,,LC,,LC,
2496,390500,Asteraceae,Senecio,Senecio vulgaris,LC,,LC,,LC,
2497,390700,Orchidaceae,Serapias,Serapias vomeracea,CR,['C'],-,,-,
2498,390950,Asteraceae,Serratula,Serratula tinctoria,LC,,VU,['B'],VU,['B']
2499,391150,Asteraceae,Serratula,Serratula tinctoria subsp. monticola,LC,,VU,['D'],-,
2500,391000,Asteraceae,Serratula,Serratula tinctoria subsp. tinctoria,VU,['B'],EN,['B'],VU,['B']
2501,391250,Apiaceae,Seseli,Seseli annuum,VU,['C'],RE,,CR,"['A', 'C']"
2502,391700,Apiaceae,Seseli,Seseli libanotis,LC,,LC,,LC,
2503,391800,Apiaceae,Seseli,Seseli montanum,VU,['C'],VU,['C'],-,
2504,392200,Poaceae,Sesleria,Sesleria caerulea,LC,,LC,,NT,['B']
2505,392500,Poaceae,Sesleria,Sesleria sphaerocephala,VU,['D'],-,,-,
2506,393200,Poaceae,Setaria,Setaria pumila,LC,,LC,,LC,
2507,393300,Poaceae,Setaria,Setaria verticillata,LC,,LC,,LC,
2508,393400,Poaceae,Setaria,Setaria verticilliformis,DD,,NE,,NE,
2509,393500,Poaceae,Setaria,Setaria viridis,LC,,LC,,LC,
2510,393600,Rubiaceae,Sherardia,Sherardia arvensis,LC,,LC,,LC,
2511,393700,Rosaceae,Sibbaldia,Sibbaldia procumbens,LC,,EN,"['B', 'C']",-,
